order_id,order_item_id,id_tempo,id_cliente,id_produto,id_vendedor,id_localidade,id_pagamento,order_status,data_compra,ano,qtd_item,vl_preco,vl_frete,vl_total_item,vl_pagamento_pedido,vl_pagamento_rateado,qtd_parcelas,tipo_pagamento,cidade_cliente,estado_cliente,cep_cliente
00061f2a7bc09da83e415a52dc8a4af1,1,20180324,77571,27628,2482,5061,2.0,delivered,2018-03-24T22:16:10,2018,1,59.99,8.88,68.87,68.87,68.87,3,credit_card,piracicaba,SP,13419
00063b381e2406b52ad429470734ebd5,1,20180727,41192,31102,1644,5694,2.0,delivered,2018-07-27T17:21:27,2018,1,45.0,12.98,57.98,57.98,57.98,5,credit_card,monte alto,SP,15910
0006ec9db01a64e59a68b2c340bf65a7,1,20180724,35995,19743,882,6558,2.0,delivered,2018-07-24T17:04:17,2018,1,74.0,23.32,97.32,97.32,97.32,4,credit_card,rio de janeiro,RJ,21810
0008288aa423d2a3f00fcb17cd7d8719,1,20180213,13729,7080,369,3287,1.0,delivered,2018-02-13T22:10:21,2018,1,49.9,13.37,63.27,126.54,63.27,1,boleto,jandira,SP,6600
0008288aa423d2a3f00fcb17cd7d8719,2,20180213,13729,7080,369,3287,1.0,delivered,2018-02-13T22:10:21,2018,1,49.9,13.37,63.27,126.54,63.27,1,boleto,jandira,SP,6600
0009792311464db532ff765bf7b182ae,1,20180814,16402,18083,1013,9258,1.0,delivered,2018-08-14T20:43:09,2018,1,99.9,27.65,127.55,127.55,127.55,1,boleto,alfenas,MG,37137
0009c9a17f916a706d71784483a5d643,1,20180425,53543,8238,3050,4838,2.0,delivered,2018-04-25T09:10:41,2018,1,639.0,11.34,650.34,650.34,650.34,6,credit_card,campinas,SP,13044
000aed2e25dbad2f9ddb70584c5a2ded,1,20180511,99425,10354,3065,5082,2.0,delivered,2018-05-11T20:33:38,2018,1,144.0,8.77,152.77,152.77,152.77,1,credit_card,santa barbara d'oeste,SP,13458
000c3e6612759851cc3cbb4b83257986,1,20170812,21572,23217,402,4929,1.0,delivered,2017-08-12T10:08:57,2017,1,99.0,13.71,112.71,112.71,112.71,1,boleto,jundiai,SP,13208
000e562887b1f2006d75e0be9558292e,1,20180222,16717,12287,1728,4452,2.0,delivered,2018-02-22T11:54:42,2018,1,25.0,16.11,41.11,41.11,41.11,4,credit_card,cubatao,SP,11533
000e63d38ae8c00bbcb5a30573b99628,1,20180323,59220,11081,326,2204,2.0,delivered,2018-03-23T19:48:26,2018,1,47.9,8.88,56.78,56.78,56.78,1,credit_card,sao paulo,SP,4679
000e906b789b55f64edcb1f84030f90d,1,20171121,41066,11395,2837,6219,2.0,delivered,2017-11-21T18:54:23,2017,1,21.99,11.85,33.84,33.84,33.84,3,credit_card,santa cruz do rio pardo,SP,18900
000f25f4d72195062c040b12dce9a18a,1,20180307,52214,3716,1536,7446,2.0,delivered,2018-03-07T10:33:13,2018,1,119.99,44.4,164.39,164.39,164.39,1,credit_card,volta redonda,RJ,27213
001021efaa8636c29475e7734483457d,1,20180227,17830,12118,1236,17210,2.0,delivered,2018-02-27T09:27:14,2018,1,49.0,15.1,64.1,64.1,64.1,3,credit_card,ivaipora,PR,86870
0010b2e5201cc5f1ae7e9c6cc8f5bd00,1,20170911,34042,11708,631,6644,2.0,delivered,2017-09-11T17:39:33,2017,1,48.9,16.6,65.5,65.5,65.5,3,credit_card,rio de janeiro,RJ,22461
00119ff934e539cf26f92b9ef0cdfed8,1,20170806,48820,4491,2431,7312,2.0,delivered,2017-08-06T00:42:49,2017,1,219.9,16.98,236.88,236.88,236.88,6,credit_card,nova iguacu,RJ,26263
0011d82c4b53e22e84023405fb467e57,1,20180116,12453,25143,2310,33,2.0,delivered,2018-01-16T21:43:23,2018,1,289.0,26.33,315.33,315.33,315.33,2,credit_card,sao paulo,SP,1033
00125cb692d04887809806618a2a145f,1,20170323,53879,3719,785,15256,2.0,delivered,2017-03-23T12:21:17,2017,1,109.9,25.51,135.41,135.41,135.41,1,credit_card,anapolis,GO,75123
00130c0eee84a3d909e75bc08c5c3ca1,1,20180611,27867,17663,258,4295,1.0,delivered,2018-06-11T21:17:00,2018,1,27.9,7.94,35.84,35.84,35.84,1,boleto,sao bernardo do campo,SP,9820
0013503b13da1eac686219390b7d641b,1,20171205,96073,7375,247,3111,1.0,delivered,2017-12-05T23:40:59,2017,1,119.9,17.32,137.22,137.22,137.22,1,boleto,osasco,SP,6160
00137e170939bba5a3134e2386413108,1,20171124,47793,13335,2764,6685,1.0,delivered,2017-11-24T16:50:38,2017,1,397.0,24.65,421.65,421.65,421.65,1,boleto,rio de janeiro,RJ,22790
001427c0ec99cf8af737bd88e92fd444,1,20180407,91381,5369,1468,9561,2.0,delivered,2018-04-07T18:51:22,2018,1,59.9,23.35,83.25,83.25,83.25,1,credit_card,ituiutaba,MG,38304
00143d0f86d6fbd9f9b38ab440ac16f5,1,20171016,17935,30035,1963,15077,2.0,delivered,2017-10-16T15:29:43,2017,1,21.33,15.1,36.43,109.29,36.43,1,credit_card,goiania,GO,74663
00143d0f86d6fbd9f9b38ab440ac16f5,2,20171016,17935,30035,1963,15077,2.0,delivered,2017-10-16T15:29:43,2017,1,21.33,15.1,36.43,109.29,36.43,1,credit_card,goiania,GO,74663
00143d0f86d6fbd9f9b38ab440ac16f5,3,20171016,17935,30035,1963,15077,2.0,delivered,2017-10-16T15:29:43,2017,1,21.33,15.1,36.43,109.29,36.43,1,credit_card,goiania,GO,74663
0014ae671de39511f7575066200733b7,1,20170522,25227,4664,1799,16590,1.0,delivered,2017-05-22T13:49:03,2017,1,16.5,14.1,30.6,30.6,30.6,1,boleto,pinhais,PR,83325
0015ebb40fb17286bea51d4607c4733c,1,20180114,85006,10514,1709,17013,2.0,delivered,2018-01-14T09:01:36,2018,1,21.9,15.1,37.0,37.0,37.0,1,credit_card,pato bragado,PR,85948
00169e31ef4b29deaae414f9a5e95929,1,20180116,93273,22725,1993,6679,1.0,delivered,2018-01-16T09:26:39,2018,1,39.0,16.11,55.11,55.11,55.11,1,boleto,rio de janeiro,RJ,22775
0016dfedd97fc2950e388d2971d718c7,1,20170428,17294,8410,1982,10659,2.0,delivered,2017-04-28T19:54:40,2017,1,49.75,20.8,70.55,70.55,70.55,5,credit_card,canavieiras,BA,45860
0017afd5076e074a48f1f1a4c7bac9c5,1,20170406,49852,32726,442,11763,2.0,delivered,2017-04-06T22:16:10,2017,1,809.1,44.29,853.39,853.39,853.39,10,credit_card,campo alegre,AL,57250
001862358bf858722e1e2ae000cfed8b,1,20180206,17448,25577,1506,4736,2.0,delivered,2018-02-06T19:11:57,2018,1,99.99,13.72,113.71,113.71,113.71,2,credit_card,cunha,SP,12530
0019c29108428acffd089c36103c9440,1,20180306,36919,5369,1468,9394,2.0,delivered,2018-03-06T06:40:28,2018,1,59.9,19.95,79.85,79.85,79.85,7,credit_card,monte siao,MG,37580
001ab0a7578dd66cd4b0a71f5b6e1e41,1,20171227,54142,1415,1054,9971,1.0,delivered,2017-12-27T00:38:47,2017,1,24.89,17.63,42.52,127.56,42.52,1,boleto,salvador,BA,40055
001ab0a7578dd66cd4b0a71f5b6e1e41,2,20171227,54142,1415,1054,9971,1.0,delivered,2017-12-27T00:38:47,2017,1,24.89,17.63,42.52,127.56,42.52,1,boleto,salvador,BA,40055
001ab0a7578dd66cd4b0a71f5b6e1e41,3,20171227,54142,1415,1054,9971,1.0,delivered,2017-12-27T00:38:47,2017,1,24.89,17.63,42.52,127.56,42.52,1,boleto,salvador,BA,40055
001ac194d4a326a6fa99b581e9a3d963,1,20180704,95268,28317,3090,4443,1.0,delivered,2018-07-04T11:39:11,2018,1,54.0,8.54,62.54,62.54,62.54,1,boleto,cubatao,SP,11500
001b76dd48a5b1eee3e87778daa40df8,1,20180326,64564,28328,1899,5652,2.0,delivered,2018-03-26T17:42:53,2018,1,81.99,13.01,95.0,95.0,95.0,3,credit_card,santa salete,SP,15768
001c85b5f68d2be0cb0797afc9e8ce9a,1,20171124,28282,17176,882,3777,2.0,delivered,2017-11-24T19:19:18,2017,1,99.0,13.71,112.71,112.71,112.71,4,credit_card,sao paulo,SP,8072
001d8f0e34a38c37f7dba2a37d4eba8b,1,20170514,84718,29660,2962,862,2.0,delivered,2017-05-14T17:19:44,2017,1,18.99,7.78,26.77,53.54,26.77,2,credit_card,sao paulo,SP,2929
001d8f0e34a38c37f7dba2a37d4eba8b,2,20170514,84718,29660,2962,862,2.0,delivered,2017-05-14T17:19:44,2017,1,18.99,7.78,26.77,53.54,26.77,2,credit_card,sao paulo,SP,2929
001daeb0eddc45b999bad0801ad9d273,1,20170517,23193,6347,2958,10887,1.0,delivered,2017-05-17T23:19:34,2017,1,38.33,16.79,55.12,55.12,55.12,1,boleto,itapicuru,BA,48475
001dbc16dc51075e987543d23a0507c7,1,20170128,40787,15483,882,9011,2.0,delivered,2017-01-28T13:17:57,2017,1,69.9,18.0,87.9,87.9,87.9,1,credit_card,santos dumont,MG,36240
001e7ba991be1b19605ca0316e7130f9,1,20170318,71141,17557,603,16205,2.0,delivered,2017-03-18T11:47:37,2017,1,195.0,18.21,213.21,213.21,213.21,10,credit_card,campo grande,MS,79117
001e7cf2ad6bef3ade12ebc56ceaf0f3,1,20180519,81590,24377,503,9616,2.0,delivered,2018-05-19T10:29:23,2018,1,35.9,15.2,51.1,51.1,51.1,2,credit_card,coromandel,MG,38550
0020262c8a370bd5a174ea6a2a267321,1,20171128,61673,21188,3080,16571,2.0,delivered,2017-11-28T09:32:49,2017,1,79.5,21.05,100.55,100.55,100.55,2,credit_card,guaratuba,PR,83280
0020a222f55eb79a372d0efee3cca688,1,20170815,4739,29064,1695,7467,2.0,delivered,2017-08-15T02:45:18,2017,1,29.99,15.1,45.09,45.09,45.09,4,credit_card,volta redonda,RJ,27273
002175704e8b209f61b9ad5cfd92b60e,1,20180422,64239,29697,2147,5438,2.0,delivered,2018-04-22T12:13:25,2018,1,109.9,13.21,123.11,123.11,123.11,3,credit_card,araraquara,SP,14802
00229e4e43f7a7e0b9dd819ad43268d3,1,20180331,39188,2629,2366,4267,2.0,delivered,2018-03-31T16:41:54,2018,1,74.9,16.49,91.39,91.39,91.39,1,credit_card,sao bernardo do campo,SP,9710
0025081dcf9330f9a5052ae82c6ce396,1,20180327,49055,10176,1172,8577,2.0,delivered,2018-03-27T16:25:35,2018,1,14.95,18.23,33.18,33.18,33.18,3,credit_card,governador valadares,MG,35064
00254baeb6c932b0a8aeead91fbd02b5,1,20180508,80285,3247,2810,12498,2.0,delivered,2018-05-08T21:45:54,2018,1,149.9,43.11,193.01,193.01,193.01,2,credit_card,fortaleza,CE,60125
00259a44fcad3fc0474329e925d14fc3,1,20171227,46151,1585,1939,8246,2.0,delivered,2017-12-27T17:52:11,2017,1,19.99,14.1,34.09,34.09,34.09,1,credit_card,belo horizonte,MG,31650
0025c5d1a8ca53a240ec2634bb4492ea,1,20180708,14059,6942,1825,12734,2.0,delivered,2018-07-08T09:17:59,2018,1,390.0,29.39,419.39,419.39,419.39,7,credit_card,amanari,CE,61979
002611a77fe03d076285fd4ca95db77c,1,20180227,16871,32686,1657,14651,1.0,delivered,2018-02-27T17:46:23,2018,1,135.0,21.75,156.75,156.75,156.75,1,boleto,brasilia,DF,72318
002691433f09002ac9ca0c4e8dbb8ead,1,20170202,38339,8734,110,18051,2.0,delivered,2017-02-02T21:18:03,2017,1,104.0,16.43,120.43,120.43,120.43,1,credit_card,porto alegre,RS,90030
0026a368634b6e6f34f33b1499773a30,1,20171027,39733,17659,217,783,2.0,delivered,2017-10-27T21:10:26,2017,1,149.0,15.8,164.8,164.8,164.8,1,credit_card,sao paulo,SP,2809
00275bce676303c3bfd7292aefdfa223,1,20171124,62607,12989,1875,2063,1.0,delivered,2017-11-24T23:10:30,2017,1,279.9,13.46,293.36,293.36,293.36,1,boleto,sao paulo,SP,4474
00276d5c3491fbf55305e26891040df9,1,20180213,32698,14729,1760,17094,2.0,delivered,2018-02-13T11:47:21,2018,1,44.9,23.22,68.12,68.12,68.12,6,credit_card,cambe,PR,86185
002834535f7a609a5c68266f173fa59e,1,20180723,53368,28775,2837,11194,1.0,delivered,2018-07-23T17:26:00,2018,1,37.99,19.18,57.17,57.17,57.17,1,boleto,recife,PE,52041
0028de0ca693a1bb26448916a81105cc,1,20180815,29183,677,1825,18209,1.0,delivered,2018-08-15T14:59:36,2018,1,29.99,15.31,45.3,45.3,45.3,1,boleto,canoas,RS,92425
002955b0acc63d04f6724a31967e82bd,1,20171218,67246,28066,65,9189,2.0,delivered,2017-12-18T13:43:54,2017,1,120.0,15.59,135.59,135.59,135.59,1,credit_card,manhuacu,MG,36900
0029c5db35ef291ce99d1262012e7daa,1,20180825,18256,15312,1772,3491,1.0,delivered,2018-08-25T00:09:40,2018,1,492.75,21.62,514.37,514.37,514.37,1,boleto,guarulhos,SP,7082
0029f17cf0e7640c5cb6825af681303f,1,20180502,40375,237,2565,17340,2.0,delivered,2018-05-02T11:59:06,2018,1,94.9,18.54,113.44,113.44,113.44,1,credit_card,umuarama,PR,87501
002af7fa9eb99d1456bceb6a13d6fc0b,1,20180218,72826,25051,1325,17856,2.0,delivered,2018-02-18T18:46:28,2018,1,88.34,21.11,109.45,109.45,109.45,5,credit_card,sao bento do sul,SC,89280
002b430ff89b3a24c31a1170acbbedea,1,20170620,54791,26307,1506,9563,2.0,delivered,2017-06-20T21:55:21,2017,1,199.99,65.56,265.55,265.55,265.55,10,credit_card,ituiutaba,MG,38307
002b4e6fa42cd4a22cc86abc18fe9c05,1,20180311,64492,21385,2134,744,2.0,delivered,2018-03-11T10:24:44,2018,1,99.9,19.67,119.57,119.57,119.57,2,credit_card,sao paulo,SP,2724
002c9def9c9b951b1bec6d50753c9891,1,20180514,2645,5995,7,147,2.0,delivered,2018-05-14T16:57:47,2018,1,78.0,8.9,86.9,173.8,86.9,1,credit_card,sao paulo,SP,1255
002c9def9c9b951b1bec6d50753c9891,2,20180514,2645,5995,7,147,2.0,delivered,2018-05-14T16:57:47,2018,1,78.0,8.9,86.9,173.8,86.9,1,credit_card,sao paulo,SP,1255
002d040018d12a3853c059f7f23ab5b1,1,20171119,84013,19504,3065,16592,1.0,delivered,2017-11-19T19:16:07,2017,1,155.0,14.84,169.84,169.84,169.84,1,boleto,pinhais,PR,83327
002f16b7bc4530031b7d90f791b12d8a,1,20180702,12033,27509,26,2921,3.0,delivered,2018-07-02T16:51:47,2018,1,249.9,34.23,284.13,284.13,284.13,1,debit_card,sao paulo,SP,5713
002f19a65a2ddd70a090297872e6d64e,1,20180321,49530,20428,285,10269,5.0,shipped,2018-03-21T13:05:30,2018,1,53.98,23.31,77.29,77.29,77.29,1,voucher,camacari,BA,42804
002f98c0f7efd42638ed6100ca699b42,1,20170804,45700,27347,1413,18183,2.0,delivered,2017-08-04T09:19:10,2017,1,8.99,32.57,41.56,93.62,46.81,9,credit_card,porto alegre,RS,91910
002f98c0f7efd42638ed6100ca699b42,2,20170804,45700,17533,3027,18183,2.0,delivered,2017-08-04T09:19:10,2017,1,44.9,7.16,52.06,93.62,46.81,9,credit_card,porto alegre,RS,91910
0030d783f979fbc5981e75613b057344,1,20171124,51527,22321,1747,6668,2.0,delivered,2017-11-24T20:03:02,2017,1,60.6,17.67,78.27,78.27,78.27,7,credit_card,rio de janeiro,RJ,22743
0030ff924c38549807645976adeef2c0,1,20180325,76605,24339,1638,8151,2.0,delivered,2018-03-25T16:52:27,2018,1,225.0,67.24,292.24,292.24,292.24,2,credit_card,belo horizonte,MG,30575
00310b0c75bb13015ec4d82d341865a4,1,20180815,5275,25874,1977,8206,2.0,canceled,2018-08-15T14:29:08,2018,1,39.9,15.38,55.28,55.28,55.28,2,credit_card,belo horizonte,MG,31160
00324b3eda39ba5ecce3945823e3594c,1,20180410,79474,11035,167,16988,1.0,delivered,2018-04-10T01:14:18,2018,1,76.0,34.07,110.07,110.07,110.07,1,boleto,toledo,PR,85903
0032d07457ae9c806c79368d7d9ce96b,1,20180310,82336,1041,2734,6650,2.0,delivered,2018-03-10T18:53:06,2018,1,159.0,27.19,186.19,186.19,186.19,2,credit_card,rio de janeiro,RJ,22611
003324c70b19a16798817b2b3640e721,1,20170518,26124,5742,2657,9690,2.0,delivered,2017-05-18T19:04:48,2017,1,102.9,14.45,117.35,234.7,117.35,5,credit_card,diamantina,MG,39100
003324c70b19a16798817b2b3640e721,2,20170518,26124,5742,2657,9690,2.0,delivered,2017-05-18T19:04:48,2017,1,102.9,14.45,117.35,234.7,117.35,5,credit_card,diamantina,MG,39100
00335b686d693c7d72deeb12f8e89227,1,20170717,84689,17486,2898,7828,1.0,delivered,2017-07-17T21:25:23,2017,1,63.9,16.89,80.79,80.79,80.79,1,boleto,vila velha,ES,29122
00335f75ea6a4455b524a8dd177067f5,1,20180425,19676,29079,1379,6739,2.0,delivered,2018-04-25T21:47:26,2018,1,168.8,8.21,177.01,177.01,177.01,4,credit_card,rio de janeiro,RJ,23093
00337fe25a3780b3424d9ad7c5a4b35e,1,20170925,29113,4187,2523,2930,2.0,delivered,2017-09-25T17:39:29,2017,1,59.9,9.94,69.84,139.68,69.84,1,credit_card,sao paulo,SP,5727
00337fe25a3780b3424d9ad7c5a4b35e,2,20170925,29113,2572,2523,2930,2.0,delivered,2017-09-25T17:39:29,2017,1,59.9,9.94,69.84,139.68,69.84,1,credit_card,sao paulo,SP,5727
003423b755b562962a6225a8de40d12e,1,20180708,9702,17117,421,10673,1.0,delivered,2018-07-08T11:28:17,2018,1,232.75,28.58,261.33,261.33,261.33,1,boleto,medeiros neto,BA,45960
00345f338696283410b7977d2e3efc89,1,20180820,24685,1994,978,5227,2.0,delivered,2018-08-20T11:06:46,2018,1,48.9,18.44,67.34,67.34,67.34,1,credit_card,mogi-guacu,SP,13848
0035246a40f520710769010f752e7507,1,20170817,29389,17783,882,1820,2.0,delivered,2017-08-17T00:57:23,2017,1,87.0,12.11,99.11,99.11,99.11,8,credit_card,sao paulo,SP,4173
0035c0b07126fe9c24a325216fb96064,1,20171124,78249,30384,1627,4862,2.0,delivered,2017-11-24T01:08:37,2017,1,131.9,18.54,150.44,150.44,150.44,10,credit_card,campinas,SP,13075
0035e6b7ade84b3f5b86bd49814793df,1,20180221,22570,14708,1020,306,2.0,delivered,2018-02-21T02:46:23,2018,1,19.9,14.1,34.0,34.0,34.0,1,credit_card,sao paulo,SP,2019
0036757472ece3dde52fd4bfd929c90e,1,20180719,91215,9882,1536,5845,3.0,delivered,2018-07-19T14:58:59,2018,1,136.99,66.04,203.03,203.03,203.03,1,debit_card,bauru,SP,17063
0036887767dea4bd43b1a88cd0d9477a,1,20171013,26253,7566,844,8112,2.0,delivered,2017-10-13T00:04:49,2017,1,399.99,23.64,423.63,423.63,423.63,3,credit_card,belo horizonte,MG,30310
00378c6c981f234634c0b9d6128df6dd,1,20180202,94671,7413,402,2317,2.0,delivered,2018-02-02T19:39:46,2018,1,41.0,11.85,52.85,52.85,52.85,2,credit_card,sao paulo,SP,4826
003822434f91204da0a51fe4cf2aba18,1,20180613,19582,19796,2388,6371,1.0,delivered,2018-06-13T14:10:54,2018,1,69.0,18.58,87.58,175.16,87.58,1,boleto,rio de janeiro,RJ,20040
003822434f91204da0a51fe4cf2aba18,2,20180613,19582,19796,2388,6371,1.0,delivered,2018-06-13T14:10:54,2018,1,69.0,18.58,87.58,175.16,87.58,1,boleto,rio de janeiro,RJ,20040
0039500db36d50d7d0bfaf23723550f3,1,20180706,56121,12748,2366,11716,2.0,delivered,2018-07-06T10:37:32,2018,1,169.9,33.33,203.23,203.23,203.23,2,credit_card,maceio,AL,57041
003a7f59d7e08a9c61d9e2881fe6459c,1,20180819,96210,21140,2164,14469,2.0,delivered,2018-08-19T12:51:50,2018,1,119.0,15.28,134.28,134.28,134.28,10,credit_card,brasilia,DF,71625
003a94f778ef8cfd50247c8c1b582257,1,20180803,84933,9010,3000,16183,2.0,delivered,2018-08-03T14:52:31,2018,1,39.9,18.08,57.98,57.98,57.98,1,credit_card,campo grande,MS,79091
003cc6161d7a2593f2525cce0c330d32,1,20180803,48707,32286,1025,742,2.0,delivered,2018-08-03T19:33:35,2018,1,85.0,12.9,97.9,97.9,97.9,4,credit_card,sao paulo,SP,2722
003d0634280ff3d1d3a54459349a6899,1,20180317,79767,28301,1748,3240,2.0,delivered,2018-03-17T17:50:30,2018,1,220.0,8.89,228.89,228.89,228.89,1,credit_card,barueri,SP,6458
003d804eef0e1b856881cd18e0cc0d4c,1,20171117,10961,8491,858,13623,2.0,delivered,2017-11-17T19:43:10,2017,1,277.0,35.74,312.74,312.74,312.74,3,credit_card,imperatriz,MA,65912
003d9fc84ad902adf2265248b5ffe1a4,1,20180819,54429,8302,82,2797,2.0,delivered,2018-08-19T19:43:01,2018,1,66.99,27.75,94.74,94.74,94.74,3,credit_card,sao paulo,SP,5542
003edccf16bc5ec447f592913b3df2b4,1,20180707,66585,10400,2891,13478,2.0,delivered,2018-07-07T09:02:51,2018,1,14.0,50.85,64.85,64.85,64.85,1,credit_card,vitoria do mearim,MA,65350
003f201cdd39cdd59b6447cff2195456,1,20180221,88751,13102,148,6686,2.0,delivered,2018-02-21T16:59:24,2018,1,85.0,17.03,102.03,204.06,102.03,2,credit_card,rio de janeiro,RJ,22793
003f201cdd39cdd59b6447cff2195456,2,20180221,88751,13102,148,6686,2.0,delivered,2018-02-21T16:59:24,2018,1,85.0,17.03,102.03,204.06,102.03,2,credit_card,rio de janeiro,RJ,22793
003f9bcc09427647c4b9d361a523545b,1,20180206,62806,9845,1561,4143,2.0,delivered,2018-02-06T13:06:45,2018,1,229.0,9.8,238.8,238.8,238.8,8,credit_card,ribeirao pires,SP,9401
00404fa7a687c8c44ca69d42695aae73,1,20180507,4709,10868,1541,2919,1.0,delivered,2018-05-07T22:38:21,2018,1,99.9,0.0,99.9,99.9,99.9,1,boleto,sao paulo,SP,5711
0040a56893444cb56cba7cfe2225e34e,1,20180122,44993,8228,2959,10220,2.0,delivered,2018-01-22T23:50:35,2018,1,84.9,34.39,119.29,119.29,119.29,1,credit_card,salvador,BA,41750
004157daafa0bc8672e01f00e4f0c04f,1,20170521,25585,17916,1203,12622,2.0,delivered,2017-05-21T13:13:54,2017,1,189.0,33.91,222.91,222.91,222.91,4,credit_card,fortaleza,CE,60822
00418a49a685c6bb60633291c3fab17a,1,20171003,48724,12197,1236,3087,2.0,delivered,2017-10-03T20:43:03,2017,1,49.0,7.78,56.78,56.78,56.78,2,credit_card,osasco,SP,6083
004345d16a1ab2c21962992c721c8643,1,20180704,23130,26936,152,14791,5.0,delivered,2018-07-04T06:45:05,2018,1,37.9,15.37,53.27,53.27,53.27,1,voucher,aguas lindas de goias,GO,72914
0044c6f6d22dd280534344177c81b989,1,20180518,14103,245,85,1488,2.0,delivered,2018-05-18T16:59:09,2018,1,179.93,16.14,196.07,196.07,196.07,1,credit_card,sao paulo,SP,3690
0045e3085f083f0f38d24bb3f22e6593,1,20170810,91658,19159,805,4596,2.0,delivered,2017-08-10T16:13:36,2017,1,116.9,13.84,130.74,130.74,130.74,3,credit_card,sao jose dos campos,SP,12212
0045f5225a96ef46630701167528fdcb,1,20180610,88599,17356,735,8772,1.0,delivered,2018-06-10T11:23:39,2018,1,94.9,15.51,110.41,110.41,110.41,1,boleto,nova serrana,MG,35519
0046176ff0dbc2a178b7885355dfbb71,1,20180529,41985,3427,819,8512,2.0,delivered,2018-05-29T19:22:17,2018,1,121.99,15.73,137.72,137.72,137.72,1,credit_card,nova lima,MG,34007
0046e1d57f4c07c8c92ab26be8c3dfc0,1,20170926,67880,32854,665,734,2.0,delivered,2017-09-26T15:24:03,2017,1,7.79,7.78,15.57,15.57,15.57,1,credit_card,sao paulo,SP,2712
00471463a6106056c1a2a809f70de640,1,20170921,98127,20326,1536,14537,2.0,delivered,2017-09-21T22:00:44,2017,1,179.99,85.97,265.96,265.96,265.96,5,credit_card,brasilia,DF,71936
00482f2670787292280e0a8153d82467,1,20170213,72766,21742,1371,8947,1.0,delivered,2017-02-13T16:18:07,2017,1,7.6,10.96,18.56,18.56,18.56,1,boleto,juiz de fora,MG,36050
0049edf42837aa808e03552a62bd2158,1,20171230,5854,7365,369,6657,2.0,delivered,2017-12-30T12:33:26,2017,1,49.9,17.6,67.5,67.5,67.5,1,credit_card,rio de janeiro,RJ,22710
004b62108b876867938746ad3154167f,1,20180704,48840,25407,2405,2105,1.0,delivered,2018-07-04T20:34:26,2018,1,110.32,8.03,118.35,118.35,118.35,1,boleto,sao paulo,SP,4547
004ba47bb589cdbc485e6025bd6d3c81,1,20171225,66572,18044,166,5655,2.0,delivered,2017-12-25T20:40:15,2017,1,49.0,11.85,60.85,60.85,60.85,6,credit_card,santa fe do sul,SP,15775
004ca5ae248069d68e8594df8abf6ce0,1,20180606,33840,26463,1199,13689,2.0,delivered,2018-06-06T18:30:20,2018,1,159.9,61.18,221.08,221.08,221.08,4,credit_card,belem,PA,66093
004d76fef3dd46eb4f70da049c8d1f93,1,20171220,89511,5361,732,5706,1.0,delivered,2017-12-20T06:42:39,2017,1,120.0,27.39,147.39,147.39,147.39,1,boleto,matao,SP,15991
004eab0fd8f28adaf8d488976f77febe,1,20170802,76615,1611,1447,6417,2.0,delivered,2017-08-02T15:32:46,2017,1,21.5,11.98,33.48,33.48,33.48,1,credit_card,rio de janeiro,RJ,20720
